R556371,R869021
R429972,R809549
R191544,R651364
R527932,R254203
R601053,R199717
R874588,R432149
R551687,R250990
R267948,R435678
R850896,R319337
R399412,R898745
R721333,R247146
R416294,R246856
R793466,R447478
R644934,R952075
R205126,R164545
R212393,R737895
R329062,R369595
R790478,R120436
R123850,R946837
R195742,R745761
R281791,R812137
R440668,R158706
R926422,R307747
R339964,R311632
R128278,R446943
R585310,R780529
R612834,R438230
R224142,R385494
R296605,R147759
R542483,R536094
R754743,R919459
R819412,R707051
R704592,R176496
R557959,R195832
R173173,R782567
R772528,R897512
R393704,R563709
R883412,R534850
R652515,R132373
R986367,R575775
R884887,R143947
R420753,R769421
R736259,R433465
R700931,R400124
R602844,R888852
R246154,R571991
R754101,R856920
R863675,R926381
R727561,R243022
R861921,R256219
R723609,R681962
R603364,R786244
R376994,R497405
R347285,R601888
R157000,R544533
R291915,R103311
R861269,R682419
R121121,R594656
R514050,R769101
R394050,R605571
R300350,R634394
R457266,R565032
R452967,R171885
R407289,R527622
R265683,R321386
R334164,R552298
R597260,R645654
R961166,R619326
R742955,R324169
R137191,R254867
R973354,R419427
R330071,R483150
R136892,R277575
R802871,R670791
R147404,R117061
R767389,R248969
R241081,R913854
R986451,R120132
R808832,R511000
R197779,R280607
R652153,R748994
R773073,R899924
R841515,R927677
R570139,R151841
R776063,R272811
R557718,R496026
R826702,R694354
R262139,R253387
R983017,R107422
R614073,R479346
R393940,R832011
R764046,R301500
R770267,R314452
R631415,R451299
R529015,R818126
R546874,R238911
R745289,R765542
R549408,R315459
R806920,R402761
R902794,R374609
R160997,R815023
R309401,R436278
R267365,R418375
R937298,R983515
R222759,R248003
R822715,R663502
R656512,R631322
R376181,R129403
R638444,R209345
R215274,R667226
R216435,R443635
R516332,R633884
R245327,R679069
R564875,R823560
R747943,R525288
R738233,R579301
R825955,R638736
R988840,R677417
R714793,R294372
R738081,R910987
R774550,R649125
R207336,R590371
R534481,R412730
R334787,R908471
R665266,R143464
R883256,R822984
R203984,R784056
R175620,R714206
R745020,R947532
R162241,R406667
R409929,R975135
R755683,R564392
R941933,R617393
R665607,R838975
R900164,R289648
R583358,R766648
R986810,R341823
R879150,R660401
R568045,R539843
R161074,R736546
R189382,R927794
R458763,R399099
R365165,R939454
R752948,R513537
R498119,R532594
R144333,R272072
R971299,R442279
R136378,R855702
R359302,R213147
R761481,R434668
R517698,R534988
R549291,R196514
R160405,R122860
R352806,R667426
R511716,R139744
R749013,R452133
R436628,R782308
R500413,R678322
R441970,R981078
R571412,R183995
R216084,R823123
R409984,R732793
R521402,R363116
R815768,R209899
R516855,R116150
R201166,R686962
R672839,R154483
R608933,R589638
R667575,R409007
R904548,R585803
R569061,R626481
R681844,R639713
R390502,R684019
R833543,R339072
R277053,R449785
R327452,R264878
R967465,R702189
R690116,R975046
R325237,R246387
R628824,R256188
R593946,R782952
R953391,R626609
R358662,R140395
R141684,R635304
R109509,R805088
R371924,R757096
R110030,R550052
R836255,R999787
R679174,R491548
R690532,R275367
R756638,R660696
R839283,R286389
R993740,R981348
R312108,R344186
R325202,R775018
R670795,R252478
R215167,R607154
R952008,R523082
R991130,R735621
R468355,R660356
R951847,R573873
R478214,R891351
R353779,R966107
R912929,R809009
R790424,R760656
R783642,R458802
R773681,R658598
R826216,R449156
R262737,R552714
R674653,R232217
R943539,R994182
R332508,R917264
R371654,R704187
R455191,R626336
R191633,R836749
R707359,R634457
R909043,R844030
R521513,R484499
R626474,R920900
R651132,R665455
R874301,R927809
R614075,R790106
R237998,R941439
R613891,R284962
R458117,R198725
R535689,R295333
R396598,R261276
R676052,R787808
R996325,R359306
R749262,R744612
R775627,R272313
R101722,R935482
R257098,R426653
R826620,R799765
R640002,R111643
R494872,R883168
R878925,R335073
R904840,R492112
R990874,R591760
R310285,R571899
R940992,R468458
R967500,R632009
R496513,R658049
R493519,R417312
R827076,R124057
R152645,R628865
R877992,R969153
R852353,R113017
R137943,R258079
R206807,R517788
R103720,R303931
R276689,R578067
R879289,R371595
R539324,R388429
R296428,R945071
R984980,R892488
R390174,R276870
R664923,R804856
R498814,R113135
R540180,R192846
R968376,R655092
R643006,R489834
R303256,R216377
R335923,R115217
R516250,R592934
R904703,R617119
R372405,R207427
R840585,R554099
R619111,R825164
R921483,R582603
R903397,R279488
R972004,R999096
R871919,R118125
R926843,R855491
R828177,R454395
R567855,R972768
R641848,R558955
R236153,R416393
R265727,R118935
R545741,R989817
R215271,R372319
R670660,R101050
R750301,R842026
R255957,R426379
R663347,R697776
R965190,R520940
R423031,R495313
R530629,R877886
R955596,R976617
R186372,R950503
R888269,R112881
R176910,R200465
R128137,R975163
R277586,R190476
R391272,R651572
R703181,R892903
R542740,R740185
R154121,R512131
R323190,R970133
R280182,R374754
R537484,R288748
R550126,R862608
R659806,R934239
R568370,R114740
R679011,R165388
R713672,R782783
R796560,R989014
R440732,R322624
R646013,R617061
R580970,R321992
R100172,R809687
R541330,R396833
R992446,R617386
R326256,R916592
R962857,R221146
R708865,R947120
R178861,R606736
R636813,R971257
R151869,R368707
R297972,R258751
R488601,R296732
R548723,R712945
R798749,R191735
R318615,R102719
R466843,R984705
R151481,R473854
R117975,R989512
R839223,R552397
R695376,R568998
R475513,R852668
R183638,R850185
R663671,R684503
R318356,R880199
R847094,R601959
R390764,R483621
R316907,R355978
R208481,R147776
R587574,R583247
R485166,R136523
R758349,R447333
R332925,R966462
R225899,R257317
R447870,R462016
R188678,R484812
R918783,R245284
R146154,R478553
R640501,R708294
R143028,R892817
R986925,R321715
R246912,R876403
R771550,R253977
R638907,R721853
R597487,R718200
R698958,R273102
R417785,R335109
R624507,R170861
R681811,R405452
R371670,R735961
R800095,R922357
R363055,R480353
R250670,R715658
R471439,R159459
R992472,R429053
R815765,R422656
R778209,R127906
R725440,R653461
R884051,R733799
R130578,R335964
R889659,R984848
R834033,R996664
R861509,R913397
R565495,R506637
R617955,R263941
R215173,R917844
R875254,R555434
R502318,R197867
R699848,R772784
R907359,R292171
R956099,R184745
R518211,R786202
R383038,R388674
R804156,R870469
R979795,R152839
R552202,R144233
R736472,R813507
R628573,R457904
R512112,R484021
R670807,R971431
R544937,R257761
R916244,R980255
R658585,R649624
R209456,R129493
R708930,R846110
R784803,R652757
R431432,R595701
R591049,R844681
R867361,R303490
R925524,R634974
R440526,R983123
R517890,R125629
R687232,R352716
R836106,R561928
R939139,R147415
R667527,R546710
R336395,R553584
R663454,R547375
R689011,R903191
R607156,R729486
R954914,R961344
R962412,R972046
R700868,R433703
R886425,R131791
R486401,R115644
R544297,R192834
R715039,R472212
R601391,R960950
R602956,R536956
R733823,R749953
R438757,R214074
R106184,R990114
R690056,R888638
R703878,R944831
R947470,R884612
R642961,R263809
R970957,R432981
R920519,R634154
R724797,R174916
R217296,R549140
R468516,R557750
R521194,R400551
R897989,R370891
R535839,R763354
R234905,R428755
R861707,R959239
R311410,R821620
R118688,R298591
R459574,R128698
R439417,R400647
R281521,R717707
R148227,R169052
R292766,R560281
R159918,R206283
R967450,R289461
R599609,R623176
R750163,R818928
R941975,R676747
R527133,R370802
R192693,R701609
R715798,R159241
R684742,R878930
R100537,R542264
R421320,R783230
R855941,R335732
R196586,R312705
R213159,R389157
R560414,R690386
R156352,R286306
R250216,R693137
R219773,R888637
R781978,R947863
R825022,R869784
R325045,R566078
R131429,R573796
R491208,R964642
R695349,R914162
R968078,R843186
R753540,R937720
R562699,R587134
R833547,R672366
R488171,R356090
R672052,R100111
R364921,R818023
R837193,R263746
R940195,R618900
R820376,R415351
R221614,R575919
R667397,R990655
R280926,R573325
R442160,R410575
R423494,R670250
R916777,R928418
R340239,R197728
R767883,R504471
R985205,R621362
R630128,R637448
R326380,R581280
R327621,R150150
R197353,R559670
R230523,R215518
R799173,R309702
R926348,R683880
R377204,R324061
R256809,R728551
R133003,R490469
R505118,R449750
R691626,R149360
R424050,R783397
R395722,R131733
R868224,R148555
R692479,R615673
R961743,R289453
R941576,R733235
R561109,R135738
R162069,R314752
R203905,R198738
R635106,R762795
R479973,R127484
R146086,R534261
R399328,R730953
R305708,R524034
R556615,R236129
R850430,R378111
R185341,R221241
R840909,R729747
R996106,R886816
R510754,R298632
R115045,R955523
R102206,R376265
R455135,R376772
R509377,R865529
R126409,R595575
R141740,R749625
R841219,R701819
R598111,R182177
R296895,R712323
R486014,R568507
R991678,R989281
R992230,R957176
R121233,R382029
R308222,R352433
R334182,R458342
R324463,R846261
R154094,R750099
R623596,R336834
R457984,R811142
R501089,R589957
R241676,R560768
R118854,R732033
R949913,R471062
R722693,R574701
R354000,R484300
R336825,R671188
R247709,R637342
R122958,R849589
R141307,R174313
R338564,R677123
R504114,R784110
R894342,R967375
R931282,R451085
R725489,R695043
R638394,R614530
R868862,R316010
R798104,R327530
R371367,R223618
R917627,R317807
R669353,R430526
R375420,R863896
R223654,R632062
R228290,R754150
R809817,R828386
R549829,R800631
R590880,R212285
R924944,R844822
R307550,R972250
R160745,R751030
R432690,R684413
R158775,R773955
R563246,R347421
R896017,R601418
R360659,R269037
R158942,R892059
R904829,R184606
R692857,R520087
R989630,R237713
R349067,R524173
R424455,R567215
R460380,R822169
R883479,R744530
R606908,R784686
R762564,R944017
R412406,R408651
R873106,R170953
R316120,R426147
R314223,R401693
R525168,R136787
R481265,R317721
R161975,R698711
R963482,R444641
R791503,R398644
R263282,R334347
R243617,R496864
R912239,R578168
R682557,R530416
R381621,R664058
R598591,R440103
R540418,R175996
R118662,R637005
R116102,R128363
R860402,R346713
R725384,R690420
R485380,R138893
R854335,R757173
R252466,R648506
R343405,R377930
R441043,R538966
R949898,R990313
R634543,R660997
R246700,R424016
R199152,R879592
R393675,R215656
R333019,R595593
R482453,R616758
R692185,R974627
R266156,R729085
R280599,R625987
R742270,R392120
R707416,R348713
R258254,R693832
R921411,R571398
R920230,R515203
R740105,R935514
R893460,R107766
R380763,R841768
R979732,R211932
R749903,R696161
R656958,R820589
R508217,R507904
R847088,R663851
R932615,R823793
R323886,R183643
R761252,R188389
R170530,R558606
R869012,R653392
R694177,R888248
R781457,R992800
R853258,R801006
R277382,R116940
R922936,R626572
R259606,R600005
R125093,R104495
R510238,R887445
R902419,R496163
R938064,R910468
R224393,R941746
R818009,R351868
R461798,R149308
R582102,R555453
R855412,R148797
R518758,R991762
R565793,R833239
R559211,R599032
R109928,R729563
R437205,R323613
R627096,R914472
R513966,R475124
R154517,R829363
R605319,R135190
R869719,R197522
R725192,R950979
R582282,R802422
R376153,R435336
R782233,R932550
R932591,R876854
R270818,R563465
R400289,R403485
R398042,R959361
R650301,R236297
R772998,R268419
R133000,R730192
R403815,R848655
R553415,R205751
R503617,R607592
R607875,R635983
R861316,R918270
R609259,R425753
R959907,R166200
R831520,R125814
R776436,R449719
R354530,R326941
R672817,R734809
R909985,R826575
R217188,R934539
R963729,R927614
R747023,R987042
R139373,R845806
R722124,R962836
R157638,R524518
R587876,R511269
R100685,R316915
R478777,R327595
R930677,R152501
R662457,R832126
R183519,R954867
R694907,R221461
R634056,R968416
R229043,R719395
R824829,R560704
R232524,R447938
R516032,R880381
R617340,R807486
R512825,R857407
R316720,R992357
R951110,R270542
R717678,R839215
R831426,R551462
R757329,R969941
R182668,R851679
R457943,R666432
R547118,R256759
R872285,R780568
R678302,R753463
R659361,R234666
R230826,R443687
R453969,R294278
R440456,R307064
R631271,R446553
R494106,R735755
R157403,R460838
R369503,R410085
R477174,R938138
R998432,R652797
R176739,R179856
R736683,R122785
R533433,R736694
R834327,R831581
R411665,R683415
R401661,R580719
R901614,R956803
R853146,R963520
R337743,R504648
R416081,R640301
R186327,R912718
R707813,R425083
R238343,R327998
R404483,R909976
R276397,R995464
R690748,R888200
R766183,R358005
R446407,R255355
R667065,R662291
R196478,R433189
R386156,R507733
R978993,R789988
R870923,R255041
R806165,R870857
R451802,R973075
R182613,R613356
R740624,R760498
R248763,R684182
R897498,R889128
R584272,R966511
R762332,R561764
R675158,R401088
R809821,R776322
R313448,R265111
R653586,R310419
R679354,R534319
R260181,R632107
R883111,R347437
R419358,R181424
R162129,R645403
R737758,R735677
R461979,R339180
R250248,R862226
R207493,R781553
R516229,R156514
R862361,R940489
R328172,R919402
R461140,R638221
R200840,R449459
R665734,R268630
R849923,R292850
R291762,R914311
R729572,R387827
R939336,R255116
R573811,R590842
R245204,R605907
R372693,R620534
R617657,R217357
R280966,R895689
R851279,R771040
R601004,R293942
R975891,R960142
R563448,R995241
R263412,R416512
R396718,R531876
R827776,R555197
R225060,R866036
R351394,R473681
R542347,R382169
R407968,R616370
R410810,R872428
R909526,R786716
R651070,R111164
R402217,R757098
R994540,R840914
R315715,R359425
R224162,R407889
R568433,R301903
R951232,R427537
R841667,R647499
R897167,R966827
R936084,R556546
R713370,R187340
R566786,R668297
R506125,R606655
R653097,R170812
R818647,R209868
R197827,R907694
R836920,R732098
R443222,R822347
R778170,R697224
R408070,R818778
R525424,R408647
R176432,R455634
R536512,R198923
R881012,R613063
R793242,R775700
R967724,R718578
R715982,R733614
R411447,R754833
R354315,R674717
R655665,R852845
R879853,R392600
R577258,R954417
R429605,R652811
R183395,R902669
R385173,R754221
R452582,R568505
R102593,R800632
R744838,R924580
R531038,R932248
R532977,R175180
R220262,R825912
R455839,R566859
R311488,R336216
R498657,R966991
R542755,R863846
R403315,R404827
R633346,R210148
R441678,R584291
R519926,R413006
R333113,R549287
R869341,R555003
R466391,R523427
R501871,R423232
R124272,R763697
R927286,R549356
R714634,R716660
R832020,R180618
R263086,R170950
R274894,R528980
R430022,R829956
R114817,R765088
R324811,R326957
R249347,R664975
R812671,R523572
R922681,R499806
R190149,R118613
R855324,R901883
R723518,R285960
R668786,R974683
R699796,R378771
R936032,R336283
R125394,R946713
R249237,R444198
R343895,R855760
R690867,R353181
R957048,R848516
R131347,R437837
R455376,R427380
R336504,R687138
R173923,R873987
R453090,R239854
R182410,R493738
R802456,R502499
R144577,R151068
R959594,R511420
R756470,R431162
R555731,R473278
R681124,R439134
R406240,R200447
R665927,R475925
R859085,R291827
R483461,R358512
R689154,R289334
R976711,R181956
R986543,R963009
R458431,R286858
R586709,R943815
R664072,R588295
R973810,R166798
R325068,R789578
R477927,R528047
R669297,R356037
R113764,R682431
R487096,R503549
R471878,R845420
R821342,R620143
R180179,R106333
R870135,R461715
R295743,R240097
R548162,R215679
R658043,R995805
R418405,R511460
R577402,R166981
R932964,R662893
R200748,R667663
R427173,R476079
R244529,R988025
R948462,R296052
R778589,R972633
R511430,R781869
R969337,R855269
R882474,R768937
R614878,R364464
R141089,R339204
R560187,R913851
R210465,R649065
R919804,R564792
R423521,R600991
R852108,R217615
R894972,R897946
R352689,R176451
R420759,R146996
R564083,R973543
R332597,R755107
R214093,R180407
R983176,R540134
R271960,R473840
R624967,R744741
R248699,R983280
R533918,R733636
R537110,R652151
R627418,R923883
R463541,R981201
R146533,R907526
R204009,R525113
R320212,R626908
R585234,R292858
R398517,R726049
R137944,R910510
R927991,R215394
R270238,R815444
R590737,R135140
R443447,R792711
R644960,R464524
R360840,R716137
R395032,R984979
R506807,R785957
R822907,R502949
R762969,R804632
R339381,R797764
R567023,R580053
R710953,R454439
R276871,R337527
R323492,R418026
R486363,R999540
R447602,R538228
R523394,R821378
R295820,R521278
R234381,R575850
R579897,R623475
R691320,R987754
R725494,R674914
R503312,R948179
R340490,R533836
R117039,R784723
R889593,R495040
R910955,R597705
R572773,R930962
R234997,R482333
R776007,R932238
R409207,R185077
R796500,R166563
R286213,R775067
R516305,R290430
R784179,R408440
R442377,R181139
R693853,R505202
R440457,R643705
R699259,R119653
R708424,R231509
R483188,R536477
R396150,R904351
R289222,R784570
R333533,R318206
R175289,R475166
R293282,R390558
R348275,R703353
R926359,R142647
R736984,R509817
R978500,R662315
R960360,R360948
R301671,R998530
R230413,R894919
R206535,R241532
R128104,R759389
R486397,R393367
R345168,R538141
R714877,R422260
R342463,R340858
R174889,R520023
R749388,R372767
R104733,R867098
R755498,R626057
R172807,R801460
R894936,R307558
R137771,R399998
R513276,R589596
R953614,R628778
R723292,R656172
R890537,R576039
R889578,R709213
R103400,R513675
R683163,R388786
R933026,R358020
R579059,R627088
R832976,R299086
R622076,R688564
R519770,R538204
R832228,R641818
R964554,R111344
R981864,R374009
R792076,R306894
R949537,R189084
R842660,R333443
R422604,R233729
R406228,R603382
R122180,R739254
R491432,R966065
R333925,R885926
R177879,R526775
R916023,R610723
R724611,R199403
R391116,R608803
R454346,R430794
R995461,R951946
R929985,R782754
R569906,R185089
R691803,R685902
R524138,R648700
R436449,R408260
R838646,R631702
R781782,R404711
R688290,R574099
R886236,R610496
R336929,R840816
R329898,R875607
R859689,R985148
R640474,R743282
R176135,R768302
R961572,R337994
R194336,R978382
R159738,R217006
R693096,R457722
R816293,R897649
R908112,R798480
R410293,R400664
R405100,R835512
R767781,R939697
R372149,R954650
R591357,R281451
R618167,R506186
R993017,R221652
R132221,R748421
R476757,R784763
R175742,R992525
R602658,R307269
R847084,R292929
R999444,R157921
R782838,R378957
R725089,R624627
R732266,R177890
R517274,R201408
R932234,R809621
R387377,R241164
R506166,R163111
R848780,R389369
R294799,R910812
R316037,R866841
R961464,R849260
R586046,R222030
R451973,R292646
R629409,R603017
R855101,R935994
R321447,R795088
R575471,R148037
R916398,R745185
R269972,R124892
R724855,R470926
R550404,R155484
R434662,R354354
R833386,R549432
R293762,R365157
R466821,R494992
R216676,R748243
R120912,R673667
R953206,R717950
R186097,R147083
R475927,R592607
R613822,R561806
R217785,R392547
R233378,R294082
R914103,R373463
R668677,R482240
R488379,R768916
R477329,R743814
R323847,R693666
R667068,R158868
R742754,R776597
R377157,R207607
R154160,R752316
R111509,R228349
R826796,R771631
R817832,R857127
R855293,R958861
R371581,R259518
R413134,R267139
R241868,R893267
R171213,R919738
R601435,R149580
R367950,R153172
R941700,R966469
R119198,R371886
R725283,R524468
R348042,R513491
R137495,R115322
R295074,R212833
R302282,R677503
R791949,R313920
R334978,R128904
R801148,R776412
R999854,R359416
R987456,R966233
R409060,R990844
R496521,R376712
R431084,R252174
R471744,R893396
R929164,R683148
R512005,R102825
R916415,R526108
R636248,R192871
R529514,R313313
R785601,R911241
R944473,R416452
R212836,R475289
R510692,R255612
R667236,R603508
R432779,R453755
R564019,R448544
R450112,R502469
R311586,R841012
R674968,R751722
R279399,R994904
R447533,R562132
R965508,R988667
R790468,R356827
R597476,R886651
R431609,R419581
R675921,R240082
R719773,R982716
R115107,R394564
R539673,R560863
R131190,R604817
R936016,R269401
R968733,R780356
R355205,R311868
R614436,R951529
R931537,R632910
R998861,R287998
R381260,R361121
R868408,R558327
R691027,R256211
R714235,R190595
R226423,R614798
R412308,R484352
R860882,R737999
R437206,R292771
R185311,R703772
R573882,R141409
R595894,R858662
R661169,R223734
R331898,R748370
R401629,R586214
R419465,R961699
R473990,R143613
R515983,R375321
R600538,R295545
R563168,R464870
R770121,R472003
R721380,R436869
R992526,R537894
R257007,R427070
R900877,R139091
R401104,R387311
R361655,R499698
R201098,R724910
R119539,R519084
R547760,R916979
R498832,R164191
R823708,R409182
R154165,R799546
R649109,R461060
R751501,R820023
R933798,R711104
R440707,R138828
R498323,R625850
R775570,R909979
R176088,R943414
R731515,R613793
R502081,R283782
R681758,R226692
R872491,R266134
R663491,R699483
R931462,R210926
R877366,R664706
R173983,R996092
R878338,R429350
R648125,R756700
R488868,R501673
R577444,R734847
R623207,R289117
R858479,R143416
R589424,R603348
R356631,R227337
R983588,R398246
R714264,R149038
R923561,R107702
R432086,R751175
R778558,R218021
R590514,R118059
R220714,R922238
R452780,R174666
R984865,R991983
R230499,R939967
R101592,R354650
R786226,R520170
R743471,R866092
R663032,R913763
R120954,R149182
R953079,R316631
R697529,R949042
R453236,R285174
R759003,R479022
R947520,R854817
R875081,R213556
R623136,R168566
R121305,R333929
R269614,R297857
R760223,R396796
R722659,R726272
R956326,R155241
R486542,R389061
R966495,R547094
R283318,R326429
R571413,R736829
R627833,R979346
R135495,R270953
R900487,R134149
R967511,R397218
R259955,R575831
R348466,R859567
R250722,R833500
R130912,R682973
R713305,R105060
R753330,R243749
R668987,R895386
R182033,R177497
R281609,R570624
R822538,R243398
R220423,R888393
R144356,R295420
R648446,R184805
R239365,R982810
R902187,R980492
R140512,R229111
R220426,R459548
R317686,R406620
R251245,R392050
R844011,R325714
R224083,R958800
R859487,R535737
R854745,R882236
R299431,R141797
R743867,R285365
R222409,R983573
R962753,R404479
R923369,R446330
R730716,R911270
R155578,R944424
R643651,R509782
R621509,R529063
R248488,R515548
R325460,R519102
R116423,R671420
R645099,R990776
R744024,R289986
R460872,R824711
R527537,R839505
R861034,R419375
R472815,R524410
R691978,R849054
R611544,R926986
R100292,R979892
R668075,R919149
R591983,R776842
R626102,R770598
R938929,R429209
R343667,R170591
R715166,R619208
R969982,R404921
R537003,R543743
R381846,R831388
R712014,R275618
R670987,R307893
R313844,R116538
R473180,R657043
R208768,R288120
R839895,R317753
R515944,R126173
R784411,R908465
R804208,R832698
R581021,R636720
R651009,R162097
R662413,R482326
R941979,R882182
R501070,R266511
R894217,R212295
R187324,R754072
R488822,R777025
R367942,R917317
R177892,R819901
R796229,R887435
R112156,R493795
R729967,R743514
R845748,R100140
R486367,R405796
R864761,R651859
R722081,R260209
R425703,R428006
R941458,R829858
R249427,R882954
R781977,R937771
R651197,R652837
R576437,R753782
R813840,R579969
R907972,R190615
R999554,R840477
R982378,R828738
R567740,R223637
R562759,R109717
R270062,R161311
R863373,R904490
R247990,R955078
R108186,R622246
R102065,R583495
R975488,R479261
R428177,R456965
R667391,R244196
R860377,R782372
R189187,R282509
R176675,R926987
R808789,R690524
R222476,R719306
R356316,R959141
R626817,R456423
R122051,R241642
R736261,R850750
R660054,R851355
R597442,R207459
R200148,R384542
R596261,R971559
R170453,R101801
R707426,R711419
R934605,R515290
R823562,R338882
R173976,R567394
R172862,R222673
R111049,R110887
R326974,R435093
R133129,R156074
R415970,R410925
R444345,R584870
R397941,R830874
R393998,R887090
R116763,R316144
R990471,R718011
R792267,R149912
R245947,R105497
R746710,R915067
R733789,R997640
R164933,R909056
R605274,R393501
R973122,R247688
R362084,R985398
R176365,R561126
R611858,R625463
R691716,R932485
R768225,R938298
R701285,R202371
R627959,R279515
R139397,R443119
R357401,R399571
R684791,R786628
R694886,R501544
R455318,R167889
R194025,R506117
R110258,R289721
R224305,R969539
R340555,R315573
R580631,R823593
R477849,R545492
R109704,R302470
R347213,R808514
R329316,R597929
R106943,R649856
R533734,R778310
R611410,R808225
R253800,R668713
R319689,R371372
R324739,R658193
R437019,R400331
R180476,R515234
R710819,R392409
R789241,R866484
R864965,R465254
R506641,R535591
R934209,R144045
R634317,R497036
R688557,R425804
R217995,R253571
R279540,R603113
R308218,R152888
R664855,R602224
R817056,R897143
R226383,R141529
R758408,R127628
R931821,R818836
R632702,R362404
R950077,R325614
R997871,R605392
R828400,R296240
R893296,R288322
R525540,R858454
R412957,R803748
R435524,R883362
R290252,R987088
R210146,R456712
R218360,R222664
R255870,R957614
R769904,R589058
R461180,R277371
R660529,R255339
R453348,R401751
R781186,R502621
R470331,R244027
R681441,R457128
R576015,R669885
R501874,R878937
R276400,R147058
R808911,R777064
R798169,R887814
R312107,R787072
R399555,R708354
R329936,R986788
R639833,R330660
R890374,R135229
R631375,R310616
R752123,R608515
R286732,R812757
R681749,R711528
R794225,R104837
R910285,R149807
R817250,R231301
R272887,R652334
R905142,R606835
R518968,R236837
R123307,R164003
R314494,R439564
R491511,R187241
R227400,R290852
R958712,R650653
R816480,R979124
R260986,R479899
R555781,R414486
R550024,R475503
R226464,R713898
R756620,R718736
R337195,R352569
R315871,R489961
R541852,R876538
R485199,R312930
R746043,R263502
R890473,R230336
R224443,R727061
R829634,R966255
R470455,R479330
R920573,R547169
R833708,R594080
R567103,R884338
R170205,R271816
R716078,R103212
R470040,R962370
R401832,R918673
R143824,R529470
R145386,R284605
R171986,R950875
R526754,R337720
R417062,R588127
R180399,R868813
R172454,R707922
R372469,R569848
R875806,R951958
R412888,R733455
R109437,R351039
R337770,R437969
R798001,R875249
R576755,R559881
R587949,R126100
R879618,R935610
R978381,R982721
R994605,R134646
R886078,R144272
R579595,R566749
R467606,R345504
R833742,R682942
R636307,R372065
R789318,R148046
R252101,R903639
R627860,R307244
R580824,R426022
R253634,R649378
R612517,R313359
R180273,R567395
R931784,R244843
R605491,R113846
R440859,R225906
R375017,R574656
R944492,R306688
R456967,R803881
R324760,R874966
R480519,R266876
R599712,R432706
R917395,R731625
R332239,R123399
R956805,R815641
R702031,R870046
R146600,R840906
R645618,R506513
R486760,R198816
R194936,R830966
R627896,R618314
R580713,R665235
R942730,R571555
R849273,R181940
R249617,R467641
R155961,R865556
R585043,R844361
R758308,R431933
R106880,R713200
R573192,R639695
R985501,R478488
R823494,R588408
R505850,R389326
R273049,R899525
R666654,R955236
R144950,R372273
R928643,R945549
R854452,R513830
R303064,R973643
R588922,R675506
R135556,R393643
R246271,R655361
R276274,R386227
R337644,R808875
R891377,R156813
R804067,R511358
R518943,R745033
R860346,R795968
R871983,R282634
R256830,R303928
R185101,R864886
R496105,R346680
R962881,R244428
R442581,R155360
R305635,R867033
R705289,R481381
R860472,R729395
R760629,R802327
R203497,R166028
R319394,R821748
R384112,R910533
R541669,R493649
R247168,R230038
R788825,R995067
R658116,R308163
R453020,R228675
R331402,R679055
R653802,R811828
R488291,R803043
R548798,R269823
R824324,R816000
R537091,R439765
R441127,R246542
R247368,R454422
R481786,R238310
R161976,R525203
R480876,R517870
R608951,R441958
R159814,R863790
R115381,R827529
R332842,R551707
R482113,R857307
R165373,R991426
R263377,R959600
R997538,R161260
R688736,R540541
R529400,R217713
R589699,R419332
R106707,R525436
R488170,R174349
R258183,R725143
R331771,R460780
R596564,R354517
R177342,R768246
R858051,R878453
R785960,R203753
R536845,R822576
R522493,R867466
R299254,R927246
R769040,R960791
R818056,R634469
R739627,R181389
R948401,R628581
R684418,R162438
R622325,R537488
R562710,R952543
R363699,R514984
R828651,R592213
R468174,R191430
R842423,R309320
R405313,R191341
R772159,R874196
R494753,R358614
R107699,R721677
R462444,R843062
R654312,R367948
R363201,R379967
R181463,R621834
R545325,R109476
R822228,R113230
R559595,R508989
R721362,R269762
R405001,R467655
R121101,R924559
R284571,R176991
R851449,R517909
R274289,R246338
R458411,R464858
R486845,R892042
R960260,R846538
R397914,R915435
R193354,R810858
R393899,R445826
R572213,R943202
R928477,R485830
R535086,R233461
R713313,R603101
R841816,R475597
R632170,R697116
R334596,R672977
R711744,R994203
R186991,R275341
R633432,R593408
R922604,R973650
R444005,R525652
R787561,R231178
R514892,R577925
R730125,R755269
R511375,R965459
R212121,R796708
R751790,R603675
R542469,R646583
R661375,R959400
R517669,R108519
R665587,R973165
R212231,R312305
R835543,R580178
R897833,R491838
R915402,R254237
R287850,R717860
R676836,R692891
R919246,R532822
R599304,R163446
R231985,R797914
R329208,R236552
R954693,R543601
R296713,R521183
R561199,R515450
R921699,R353611
R445493,R781295
R268739,R819962
R728365,R189777
R321673,R110166
R379260,R982356
R669298,R848705
R821957,R523771
R290950,R800206
R405764,R818351
R954032,R246916
R326109,R993857
R983038,R114986
R855718,R418339
R811622,R488238
R291646,R875977
R271781,R522719
R126506,R655219
R518734,R510558
R582875,R701916
R358834,R736827
R922162,R591718
R797996,R185865
R592312,R375625
R800816,R612394
R878084,R713525
R503051,R105863
R894744,R668142
R743961,R588303
R863688,R803610
R894662,R163506
R908641,R659719
R632751,R343419
R763734,R207430
R334764,R871841
R909061,R764725
R491611,R716590
R227112,R910212
R813809,R459652
R939293,R265949
R964100,R905417
R542726,R477928
R625229,R649835
R625035,R361950
R145387,R428142
R816499,R769482
R783487,R392312
R219635,R614173
R323155,R565802
R852448,R682441
